Order Date,Product ID,Order Quantity
02-11-2022,1712XX,9.960606105
28-02-2022,1698ZX,3.565177028
02-07-2022,1688ZX,6.73574519
10-08-2022,1681ZX,37.33387659
14-02-2022,1678ZX,5.872419667
12-11-2022,1672XX,6.038004009
05-06-2022,1584YX,2.297449589
22-06-2022,1582ZX,1.507275838
19-02-2022,1571XX,2.142555666
25-05-2022,1488ZX,9.478623785
08-11-2022,1468XX,1.115351308
21-04-2022,1434YX,5.404408492
20-06-2022,1420ZX,1.671629926
13-09-2022,1403ZX,1.724426924
19-10-2022,1390YX,3.071035173
16-07-2022,1374ZX,6.487356297
28-08-2022,1373YX,4.218766998
31-01-2022,1367ZX,1.270637283
27-05-2022,1326XX,9.002950729
23-08-2022,1325XX,4.799388221
15-07-2022,1321YX,7.827347039
05-03-2022,1317YX,5.606195851
25-04-2022,1315YX,9.973193926
21-05-2022,1308YX,8.077386515
11-08-2022,1296ZX,3.634410192
25-06-2022,1295ZX,0.902689178
22-06-2022,1283ZX,0.199923401
27-06-2022,1281YX,0.505301038
01-03-2022,1244XX,3821.79976
13-07-2022,1206YX,91.24728438
18-04-2022,1196XX,5.564512756
30-03-2022,3271ZX,0.340669316
09-08-2022,3264ZX,4.052855577
07-10-2022,3249ZX,4.856257497
30-04-2022,3239XX,8.231507691
06-03-2022,3205XX,0.797992781
20-10-2022,3180YX,8.767827147
08-09-2022,3178ZX,1.034762234
06-10-2022,3271ZX,1.3788831
14-02-2022,3264ZX,2.68505599
19-07-2022,3249ZX,9.304324377
23-11-2022,3239XX,1.61681112
12-07-2022,3205XX,0.87267225
10-06-2022,3180YX,5.533981012
06-10-2022,3178ZX,0.660937912
20-02-2022,3126YX,7.361175137
23-10-2022,3098XX,10.3704083
11-10-2022,3075YX,2.693788231
19-07-2022,3038YX,0.736774731
28-05-2022,3016YX,1.512581989
01-08-2022,3007ZX,2.340681219
12-04-2022,3006ZX,9.952070148
10-08-2022,2573ZX,10.4365258
28-04-2022,2565ZX,61.07160992
01-05-2022,2548ZX,8.260337055
06-10-2022,2539XX,9.82587589
29-04-2022,2528ZX,532.5908032
24-07-2022,2473ZX,1752.880895
29-03-2022,2458ZX,974.8031125
23-08-2022,2449ZX,0.791923305
15-10-2022,2422YX,556.0255591
08-08-2022,2418ZX,11002.44577
10-06-2022,2391ZX,22412.19471
18-09-2022,2371ZX,445.2664957
03-10-2022,2365XX,7.611505554
27-03-2022,2336YX,22.96327313
13-11-2022,2267ZX,6.389309307
20-04-2022,2143XX,3.553857921
16-06-2022,2117YX,20.95829245
17-08-2022,2096XX,0.920051822
06-05-2022,1947ZX,7.733384769
15-09-2022,1902YX,5.359255778
27-09-2022,1876XX,1.759733851
02-09-2022,1857XX,4.627864811
24-10-2022,1851ZX,9.567969718
09-03-2022,1842YX,0.446815501
04-05-2022,1830XX,0.900474717
26-06-2022,1827XX,8.539829626
14-09-2022,1826XX,3.174064093
08-02-2022,1819XX,8.123225641
02-05-2022,1811ZX,4.439400497
13-07-2022,1801XX,11.26394054
28-04-2022,1798XX,1.892528412
13-02-2022,1767ZX,2.506644838
25-06-2022,1766ZX,5.643512722
23-10-2022,1764XX,1.297784115
29-07-2022,1745YX,4.001316369
06-06-2022,1741YX,1.868223691
22-03-2022,1712XX,9.59128914
08-07-2022,1698ZX,0.185284068
28-03-2022,1688ZX,7.517755562
06-09-2022,1681ZX,15.07393121
30-07-2022,1678ZX,4.349078128
28-09-2022,1672XX,2.108981257
27-02-2022,1584YX,2.081243507
15-07-2022,1582ZX,0.121202975
15-08-2022,1571XX,4.375232243
10-09-2022,1488ZX,4.150305662
14-07-2022,1468XX,2.277146011
01-07-2022,1434YX,2.26705965
29-06-2022,1420ZX,2.506834791
21-11-2022,1403ZX,1.787527773
05-07-2022,1390YX,7.51805241
18-05-2022,1374ZX,7.779011143
30-01-2022,1373YX,2.066706142
02-09-2022,1367ZX,0.415712051
19-10-2022,1326XX,6.155524664
24-09-2022,1325XX,0.265019477
11-07-2022,1321YX,2.747781432
15-09-2022,1317YX,2.538537899
06-02-2022,1315YX,5.542231577
23-04-2022,1308YX,7.86912316
01-05-2022,1296ZX,1.297113511
22-08-2022,1295ZX,1.04731639
06-06-2022,1283ZX,0.824096621
23-11-2022,1281YX,1.110773738
12-04-2022,1244XX,6510.327325
05-04-2022,1206YX,64.71254765
22-08-2022,1196XX,2.925826418
03-11-2022,3271ZX,0.550693394
04-11-2022,3264ZX,5.319070515
29-03-2022,3249ZX,7.797949636
23-04-2022,3239XX,7.094734046
04-07-2022,3205XX,0.905872813
13-04-2022,3180YX,5.301271115
21-06-2022,3178ZX,1.167737677
20-04-2022,3271ZX,1.492709064
28-10-2022,3264ZX,3.155552347
20-02-2022,3249ZX,8.606474536
03-05-2022,3239XX,6.483122192
05-03-2022,3205XX,0.56222281
14-02-2022,3180YX,3.188817633
28-02-2022,3178ZX,1.018122018
07-07-2022,3126YX,4.009891671
10-02-2022,3098XX,7.153724732
10-05-2022,3075YX,3.64961816
01-04-2022,3038YX,0.424094747
12-09-2022,3016YX,0.163955433
09-05-2022,3007ZX,3.216049545
17-07-2022,3006ZX,1.11667929
17-10-2022,2573ZX,33.76934962
07-10-2022,2565ZX,73.70400706
25-03-2022,2548ZX,2.500371974
01-05-2022,2539XX,7.338899021
24-02-2022,2528ZX,1962.506642
22-04-2022,2473ZX,10449.4222
08-11-2022,2458ZX,3413.145433
23-10-2022,2449ZX,8.742262681
19-04-2022,2422YX,1795.287464
25-09-2022,2418ZX,10180.76682
25-05-2022,2391ZX,19604.56298
15-07-2022,2371ZX,1539.106315
10-08-2022,2365XX,0.57400958
12-08-2022,2336YX,169.6279612
14-02-2022,2267ZX,5.30154825
29-08-2022,2143XX,0.017069329
20-11-2022,2117YX,2.311923221
23-08-2022,2096XX,8.502722696
09-10-2022,1947ZX,7.993820087
13-03-2022,1902YX,5.567452669
11-02-2022,1876XX,0.245673208
14-08-2022,1857XX,9.963470913
15-07-2022,1851ZX,1.399436215
22-06-2022,1842YX,0.897300126
19-08-2022,1830XX,2.851083085
12-04-2022,1827XX,6.148129693
28-10-2022,1826XX,3.190927143
07-04-2022,1819XX,2.744756123
31-08-2022,1811ZX,3.355059644
29-10-2022,1801XX,12.20592216
08-11-2022,1798XX,0.989130392
16-04-2022,1767ZX,4.467001725
26-03-2022,1766ZX,4.128966356
10-08-2022,1764XX,5.089064937
31-10-2022,1745YX,2.566136642
24-04-2022,1741YX,3.025974223
20-08-2022,1712XX,5.762722
08-05-2022,1698ZX,1.516261308
31-08-2022,1688ZX,6.896672732
19-05-2022,1681ZX,5.007451897
23-09-2022,1678ZX,3.79148326
03-09-2022,1672XX,5.139789287
11-07-2022,1584YX,0.224613112
16-11-2022,1582ZX,1.203092576
27-05-2022,1571XX,5.237981038
21-06-2022,1488ZX,8.377354126
05-08-2022,1468XX,8.151436022
11-03-2022,1434YX,0.481471821
12-06-2022,1420ZX,1.091528235
24-10-2022,1403ZX,0.575798118
04-10-2022,1390YX,6.944490551
05-04-2022,1374ZX,9.072452493
02-07-2022,1373YX,3.838191599
06-10-2022,1367ZX,0.769815912
01-09-2022,1326XX,0.135779764
02-02-2022,1325XX,7.2077641
09-06-2022,1321YX,0.632585222
01-09-2022,1317YX,2.789313723
19-11-2022,1315YX,3.736183105
05-02-2022,1308YX,4.217444672
14-11-2022,1296ZX,0.79281872
23-06-2022,1295ZX,0.262617375
27-04-2022,1283ZX,0.77166862
11-05-2022,1281YX,0.303801678
15-02-2022,1244XX,1962.917105
22-05-2022,1206YX,80.51512498
21-05-2022,1196XX,1.631342997
18-08-2022,3271ZX,0.082164406
19-08-2022,3264ZX,5.590420222
09-10-2022,3249ZX,4.607458493
01-08-2022,3239XX,6.332551526
19-03-2022,3205XX,0.786896596
29-04-2022,3180YX,0.314501925
15-06-2022,3178ZX,0.386798614
10-07-2022,3271ZX,1.058031108
14-07-2022,3264ZX,6.803506223
23-11-2022,3249ZX,8.310649126
30-07-2022,3239XX,8.670159484
27-09-2022,3205XX,0.218879772
24-05-2022,3180YX,7.485129669
20-11-2022,3178ZX,0.652856331
07-11-2022,3126YX,9.708281229
18-02-2022,3098XX,8.184940148
09-02-2022,3075YX,13.04357759
28-10-2022,3038YX,1.626042006
09-06-2022,3016YX,1.910289868
03-02-2022,3007ZX,1.245708214
16-06-2022,3006ZX,2.512883943
13-07-2022,2573ZX,9.563190098
24-08-2022,2565ZX,85.48106245
02-02-2022,2548ZX,0.717260542
22-07-2022,2539XX,4.406464599
15-03-2022,2528ZX,1444.605738
27-05-2022,2473ZX,8421.294276
01-11-2022,2458ZX,4202.905793
27-02-2022,2449ZX,5.264205252
02-09-2022,2422YX,967.4995539
18-10-2022,2418ZX,6576.27946
16-05-2022,2391ZX,19622.14125
24-11-2022,2371ZX,11423.03688
17-10-2022,2365XX,5.087942012
12-08-2022,2336YX,193.8782806
25-07-2022,2267ZX,5.894669051
15-05-2022,2143XX,2.930013311
06-09-2022,2117YX,36.95846055
22-09-2022,2096XX,5.176852776
27-05-2022,1947ZX,1.418668263
09-02-2022,1902YX,4.294551011
14-11-2022,1876XX,1.096394096
18-11-2022,1857XX,8.761799637
23-09-2022,1851ZX,5.793837884
30-06-2022,1842YX,1.646703807
15-03-2022,1830XX,8.505556911
01-11-2022,1827XX,8.28075777
24-02-2022,1826XX,8.479869872
12-11-2022,1819XX,5.298915997
01-10-2022,1811ZX,1.295866328
15-09-2022,1801XX,2.110453103
12-08-2022,1798XX,4.247314287
20-03-2022,1767ZX,1.769529233
10-05-2022,1766ZX,6.047355612
13-07-2022,1764XX,1.428198771
25-06-2022,1745YX,4.648396727
05-07-2022,1741YX,1.424985373
20-10-2022,1712XX,2.330290071
09-10-2022,1698ZX,6.713510711
26-03-2022,1688ZX,2.075579042
03-07-2022,1681ZX,43.92782872
25-04-2022,1678ZX,7.560348631
28-05-2022,1672XX,6.20123645
26-05-2022,1584YX,0.099256695
16-06-2022,1582ZX,2.2547046
11-07-2022,1571XX,3.849189227
06-09-2022,1488ZX,7.465014002
13-07-2022,1468XX,2.364256664
06-02-2022,1434YX,5.618347823
08-08-2022,1420ZX,8.672810534
25-02-2022,1403ZX,1.961879617
12-04-2022,1390YX,6.730865184
14-05-2022,1374ZX,5.755019102
03-08-2022,1373YX,9.765596916
14-04-2022,1367ZX,0.554707235
21-06-2022,1326XX,6.346114458
23-04-2022,1325XX,1.728498477
14-02-2022,1321YX,4.94102741
02-02-2022,1317YX,9.382119124
24-09-2022,1315YX,7.196789142
03-07-2022,1308YX,9.858452705
20-03-2022,1296ZX,9.912505873
27-10-2022,1295ZX,0.462296718
20-11-2022,1283ZX,0.925270979
09-07-2022,1281YX,1.281434611
28-04-2022,1244XX,482.6465297
16-11-2022,1206YX,68.95182336
24-07-2022,1196XX,6.780569354
17-08-2022,3271ZX,0.495403938
01-10-2022,3264ZX,3.337946824
30-03-2022,3249ZX,1.669017735
03-09-2022,3239XX,6.691255223
31-03-2022,3205XX,0.309280076
11-07-2022,3180YX,0.078991815
29-07-2022,3178ZX,0.360199898
14-03-2022,3271ZX,0.515068668
17-02-2022,3264ZX,6.409133308
27-05-2022,3249ZX,5.426890488
04-09-2022,3239XX,9.30594544
03-10-2022,3205XX,0.281228402
19-10-2022,3180YX,2.004315215
08-09-2022,3178ZX,0.57073256
17-07-2022,3126YX,3.379878204
07-03-2022,3098XX,1.818124705
20-07-2022,3075YX,15.79039034
26-05-2022,3038YX,1.44128075
05-06-2022,3016YX,1.482608293
24-09-2022,3007ZX,0.60533695
24-10-2022,3006ZX,0.845392624
22-08-2022,2573ZX,33.91474858
14-08-2022,2565ZX,10.85076677
10-08-2022,2548ZX,4.159473739
18-06-2022,2539XX,8.298847157
08-09-2022,2528ZX,1162.362511
16-02-2022,2473ZX,11867.9581
13-10-2022,2458ZX,1397.900652
25-03-2022,2449ZX,5.412527944
13-11-2022,2422YX,1263.290011
20-04-2022,2418ZX,1342.913624
08-03-2022,2391ZX,30335.24007
16-03-2022,2371ZX,2204.109281
30-03-2022,2365XX,4.342416817
17-10-2022,2336YX,136.3954449
12-09-2022,2267ZX,4.722173558
25-05-2022,2143XX,8.128345172
29-01-2022,2117YX,57.28161241
05-07-2022,2096XX,3.561241868
06-05-2022,1947ZX,2.670805083
31-10-2022,1902YX,0.646847041
21-06-2022,1876XX,1.649430581
18-03-2022,1857XX,5.974887431
25-02-2022,1851ZX,6.575225891
13-07-2022,1842YX,0.261503541
17-05-2022,1830XX,1.605866367
30-01-2022,1827XX,7.569788548
15-07-2022,1826XX,7.604867237
19-04-2022,1819XX,3.18648339
17-08-2022,1811ZX,4.807914336
06-11-2022,1801XX,9.567442289
11-07-2022,1798XX,1.266374751
11-03-2022,1767ZX,9.332287066
25-04-2022,1766ZX,7.565453089
22-10-2022,1764XX,6.690508383
08-11-2022,1745YX,2.890933554
02-04-2022,1741YX,3.881788699
03-03-2022,1712XX,9.03735849
29-01-2022,1698ZX,2.610019272
30-04-2022,1688ZX,0.922293553
18-11-2022,1681ZX,6.013768711
06-03-2022,1678ZX,5.867352714
26-04-2022,1672XX,3.790021287
27-08-2022,1584YX,1.943149555
01-04-2022,1582ZX,1.629928547
23-08-2022,1571XX,2.985459139
07-11-2022,1488ZX,0.878771853
08-09-2022,1468XX,1.962773367
25-02-2022,1434YX,8.896913293
18-04-2022,1420ZX,4.282056077
22-03-2022,1403ZX,1.25293809
05-10-2022,1390YX,4.285181178
24-08-2022,1374ZX,5.367448771
12-06-2022,1373YX,9.468656204
26-07-2022,1367ZX,0.843266642
20-06-2022,1326XX,2.635875702
09-04-2022,1325XX,8.194935355
31-08-2022,1321YX,5.633103869
11-09-2022,1317YX,0.001270929
12-04-2022,1315YX,2.286290451
26-02-2022,1308YX,2.429139507
18-05-2022,1296ZX,4.179013631
14-05-2022,1295ZX,0.799887828
02-10-2022,1283ZX,0.395886268
09-05-2022,1281YX,0.027482731
17-11-2022,1244XX,6366.234653
16-06-2022,1206YX,73.4848278
16-04-2022,1196XX,5.767564693
17-08-2022,3271ZX,1.038950931
13-03-2022,3264ZX,8.633871685
17-05-2022,3249ZX,6.562891406
24-08-2022,3239XX,3.740048632
17-06-2022,3205XX,0.509271455
23-07-2022,3180YX,6.50775711
03-03-2022,3178ZX,0.950550469
02-11-2022,3271ZX,1.155428125
30-05-2022,3264ZX,7.788295669
24-03-2022,3249ZX,7.948360012
06-03-2022,3239XX,2.875634018
24-06-2022,3205XX,0.11117597
12-02-2022,3180YX,6.090716947
11-03-2022,3178ZX,0.171374289
03-10-2022,3126YX,4.782741629
22-03-2022,3098XX,4.15992691
23-05-2022,3075YX,21.03406623
31-07-2022,3038YX,1.336063946
08-09-2022,3016YX,1.789000415
17-02-2022,3007ZX,2.205839642
20-11-2022,3006ZX,8.175386568
05-09-2022,2573ZX,28.34434998
23-09-2022,2565ZX,86.41170461
26-08-2022,2548ZX,6.169218734
26-08-2022,2539XX,6.839366166
12-08-2022,2528ZX,722.9902106
18-02-2022,2473ZX,7233.509998
04-09-2022,2458ZX,335.4441725
08-02-2022,2449ZX,5.605140522
01-05-2022,2422YX,1957.721191
02-05-2022,2418ZX,10426.15846
25-10-2022,2391ZX,22558.96303
06-03-2022,2371ZX,11240.87612
09-03-2022,2365XX,3.606275218
01-05-2022,2336YX,209.1393499
16-06-2022,2267ZX,2.7411308
17-04-2022,2143XX,9.119130629
10-08-2022,2117YX,10.79446077
14-03-2022,2096XX,2.338012065
30-04-2022,1947ZX,6.768087767
14-03-2022,1902YX,9.47880684
25-04-2022,1876XX,0.439022758
16-11-2022,1857XX,7.69601634
21-04-2022,1851ZX,7.339477136
26-05-2022,1842YX,1.185584365
09-07-2022,1830XX,6.746643246
06-03-2022,1827XX,5.16180224
14-11-2022,1826XX,5.531035424
05-09-2022,1819XX,5.993331462
23-02-2022,1811ZX,4.568769129
10-04-2022,1801XX,8.656684642
14-08-2022,1798XX,5.774319765
23-08-2022,1767ZX,6.341718152
05-10-2022,1766ZX,2.153830346
29-08-2022,1764XX,2.243450972
20-06-2022,1745YX,3.010125089
15-05-2022,1741YX,1.556683139
02-08-2022,1712XX,4.826818599
12-09-2022,1698ZX,4.443371873
12-02-2022,1688ZX,2.531922165
18-07-2022,1681ZX,25.40760318
18-08-2022,1678ZX,2.998791686
21-05-2022,1672XX,2.936383695
26-04-2022,1584YX,1.522019491
18-11-2022,1582ZX,1.002893201
11-03-2022,1571XX,6.084129245
12-08-2022,1488ZX,4.408714468
05-09-2022,1468XX,3.700356261
11-03-2022,1434YX,5.666591709
14-11-2022,1420ZX,7.471416677
11-02-2022,1403ZX,0.158930158
01-02-2022,1390YX,2.154821288
07-06-2022,1374ZX,1.324951648
03-11-2022,1373YX,3.203150571
10-03-2022,1367ZX,0.760540111
26-02-2022,1326XX,0.863857791
27-05-2022,1325XX,0.644121503
11-02-2022,1321YX,0.714053134
31-08-2022,1317YX,7.703228095
26-09-2022,1315YX,5.253721657
28-10-2022,1308YX,8.691664792
02-04-2022,1296ZX,5.229467228
09-06-2022,1295ZX,1.102498144
06-09-2022,1283ZX,0.979788473
20-07-2022,1281YX,0.902588375
23-11-2022,1244XX,2635.069525
08-09-2022,1206YX,71.46522053
07-04-2022,1196XX,1.338928061
15-11-2022,3271ZX,1.442634405
12-09-2022,3264ZX,7.172570309
27-07-2022,3249ZX,2.773435472
21-02-2022,3239XX,7.622581111
06-11-2022,3205XX,0.822845848
15-05-2022,3180YX,2.54957127
20-04-2022,3178ZX,0.404917939
09-08-2022,3271ZX,0.041581204
03-10-2022,3264ZX,5.681775579
15-08-2022,3249ZX,2.386344847
24-04-2022,3239XX,5.170222218
04-04-2022,3205XX,0.31312188
17-06-2022,3180YX,4.863170843
25-07-2022,3178ZX,0.467340865
27-03-2022,3126YX,6.866042561
02-04-2022,3098XX,7.334443167
13-06-2022,3075YX,20.42628289
09-03-2022,3038YX,1.175889611
05-03-2022,3016YX,0.570652571
14-03-2022,3007ZX,1.881787965
19-03-2022,3006ZX,2.916531752
06-09-2022,2573ZX,8.596539616
07-08-2022,2565ZX,132.4227792
15-02-2022,2548ZX,0.037801138
01-07-2022,2539XX,1.597334935
08-03-2022,2528ZX,1893.994233
21-02-2022,2473ZX,3253.840361
14-06-2022,2458ZX,1634.578743
24-07-2022,2449ZX,1.907594021
09-05-2022,2422YX,950.4908433
02-08-2022,2418ZX,5489.760459
06-08-2022,2391ZX,29866.28087
04-09-2022,2371ZX,2594.838146
13-09-2022,2365XX,4.149057035
27-05-2022,2336YX,120.6426603
17-07-2022,2267ZX,4.415862615
08-02-2022,2143XX,3.781265157
21-06-2022,2117YX,36.86126307
25-05-2022,2096XX,4.377969315
06-10-2022,1947ZX,8.476987037
15-06-2022,1902YX,3.598896315
11-08-2022,1876XX,0.749871974
22-02-2022,1857XX,6.069855249
06-09-2022,1851ZX,8.681984174
21-06-2022,1842YX,0.374205584
20-05-2022,1830XX,9.904128168
18-10-2022,1827XX,0.114842705
16-05-2022,1826XX,9.072668352
08-09-2022,1819XX,2.578492184
04-11-2022,1811ZX,5.091529952
16-08-2022,1801XX,10.70014331
05-04-2022,1798XX,4.298090588
28-03-2022,1767ZX,5.267423887
22-04-2022,1766ZX,6.795899762
29-09-2022,1764XX,0.270927479
24-03-2022,1745YX,3.746923767
11-09-2022,1741YX,0.374779498
02-10-2022,1712XX,6.145902833
25-06-2022,1698ZX,9.430210375
03-05-2022,1688ZX,2.705458653
08-05-2022,1681ZX,5.080708852
09-11-2022,1678ZX,2.145764217
10-03-2022,1672XX,8.160396407
20-04-2022,1584YX,0.641691925
02-08-2022,1582ZX,0.525838193
10-05-2022,1571XX,3.362635507
14-02-2022,1488ZX,9.770624443
14-07-2022,1468XX,2.883376126
07-03-2022,1434YX,9.658926088
23-06-2022,1420ZX,3.018383609
24-03-2022,1403ZX,2.213389446
05-08-2022,1390YX,1.841200953
31-07-2022,1374ZX,2.765992111
01-09-2022,1373YX,5.377329235
16-06-2022,1367ZX,0.24905351
03-05-2022,1326XX,8.261655776
12-03-2022,1325XX,9.950098142
31-07-2022,1321YX,0.372149804
09-02-2022,1317YX,4.461777388
13-06-2022,1315YX,3.484302138
04-03-2022,1308YX,1.613023333
29-06-2022,1296ZX,5.025934412
22-02-2022,1295ZX,1.173321411
26-10-2022,1283ZX,0.549178189
13-05-2022,1281YX,1.029353596
13-06-2022,1244XX,1385.632944
07-09-2022,1206YX,66.2481055
04-07-2022,1196XX,0.199436751
24-08-2022,3271ZX,0.451920621
04-07-2022,3264ZX,4.755337796
14-03-2022,3249ZX,0.84479534
23-07-2022,3239XX,4.50344735
04-06-2022,3205XX,0.476667621
07-04-2022,3180YX,7.133365485
22-07-2022,3178ZX,0.021213101
28-10-2022,3271ZX,0.572168718
28-10-2022,3264ZX,3.562435027
25-05-2022,3249ZX,9.773215003
12-06-2022,3239XX,1.727728214
26-05-2022,3205XX,0.393751638
28-09-2022,3180YX,2.773257506
11-08-2022,3178ZX,0.130841715
23-09-2022,3126YX,9.097692583
09-06-2022,3098XX,0.221470107
05-07-2022,3075YX,6.487315445
14-07-2022,3038YX,1.116019493
17-04-2022,3016YX,1.04769485
03-08-2022,3007ZX,3.178211825
23-07-2022,3006ZX,4.167180188
29-06-2022,2573ZX,13.93530452
18-11-2022,2565ZX,118.7823922
17-07-2022,2548ZX,3.074056082
14-03-2022,2539XX,0.868312749
04-08-2022,2528ZX,339.3699745
23-08-2022,2473ZX,11759.16396
26-07-2022,2458ZX,2199.448545
14-09-2022,2449ZX,4.193208797
21-02-2022,2422YX,1631.934725
19-05-2022,2418ZX,4392.986947
23-02-2022,2391ZX,22060.76863
18-07-2022,2371ZX,10972.24135
12-11-2022,2365XX,1.821819081
29-03-2022,2336YX,116.1059384
10-05-2022,2267ZX,6.10643511
01-04-2022,2143XX,9.312897154
05-08-2022,2117YX,7.698272823
26-07-2022,2096XX,5.514531783
21-10-2022,1947ZX,4.60688218
06-08-2022,1902YX,7.5858312
30-05-2022,1876XX,0.950215302
01-10-2022,1857XX,4.387168316
25-06-2022,1851ZX,7.024831069
03-10-2022,1842YX,1.148268414
12-04-2022,1830XX,5.40986177
01-03-2022,1827XX,2.338988631
12-06-2022,1826XX,6.643180765
26-07-2022,1819XX,0.297265812
17-04-2022,1811ZX,7.247546476
16-09-2022,1801XX,10.88462127
09-02-2022,1798XX,3.483848068
25-09-2022,1767ZX,3.670222824
29-08-2022,1766ZX,7.432194008
10-04-2022,1764XX,6.102697115
09-06-2022,1745YX,4.515183807
04-11-2022,1741YX,0.087207536
19-09-2022,1712XX,9.235193751
27-09-2022,1698ZX,9.272228287
25-07-2022,1688ZX,3.680405669
04-10-2022,1681ZX,5.019929194
06-05-2022,1678ZX,0.942995888
31-08-2022,1672XX,4.128761138
24-11-2022,1584YX,0.102168327
03-09-2022,1582ZX,1.994202567
17-02-2022,1571XX,3.94155738
27-09-2022,1488ZX,4.167159307
17-05-2022,1468XX,6.68480717
13-03-2022,1434YX,2.140679066
12-03-2022,1420ZX,1.978889106
23-02-2022,1403ZX,0.69751011
02-02-2022,1390YX,9.983162016
01-05-2022,1374ZX,2.849122834
04-07-2022,1373YX,7.671680972
08-02-2022,1367ZX,0.8840012
19-09-2022,1326XX,2.079287108
15-04-2022,1325XX,2.812645057
26-02-2022,1321YX,2.631607659
31-03-2022,1317YX,5.878349015
28-08-2022,1315YX,4.520202246
27-09-2022,1308YX,7.697432164
13-11-2022,1296ZX,9.857200327
16-10-2022,1295ZX,0.020429244
18-05-2022,1283ZX,0.764618076
19-11-2022,1281YX,0.348882662
17-10-2022,1244XX,3997.935256
10-02-2022,1206YX,56.59098092
25-05-2022,1196XX,8.681619336
28-08-2022,3271ZX,1.024994821
05-10-2022,3264ZX,0.239927034
11-11-2022,3249ZX,6.216931384
14-08-2022,3239XX,5.210469801
03-11-2022,3205XX,0.927937642
08-08-2022,3180YX,8.927104603
24-09-2022,3178ZX,0.952839478
10-08-2022,3271ZX,1.233062862
05-10-2022,3264ZX,6.516652501
07-04-2022,3249ZX,7.090222553
17-04-2022,3239XX,2.178320754
15-11-2022,3205XX,0.616898854
26-03-2022,3180YX,0.325132409
27-09-2022,3178ZX,0.491242636
26-02-2022,3126YX,7.577821641
29-07-2022,3098XX,0.5272485
27-02-2022,3075YX,12.19666197
23-07-2022,3038YX,0.284048907
04-05-2022,3016YX,1.791482415
23-09-2022,3007ZX,0.014056026
27-02-2022,3006ZX,9.844395294
29-03-2022,2573ZX,29.8312727
20-06-2022,2565ZX,53.01903469
16-10-2022,2548ZX,7.027918657
08-09-2022,2539XX,6.377824695
28-04-2022,2528ZX,740.8513327
05-07-2022,2473ZX,13613.09695
14-09-2022,2458ZX,2931.510163
19-10-2022,2449ZX,2.359289464
11-06-2022,2422YX,733.8883504
15-02-2022,2418ZX,13566.44332
05-06-2022,2391ZX,14075.35047
12-03-2022,2371ZX,1064.234266
23-04-2022,2365XX,8.776819711
10-05-2022,2336YX,73.77936717
10-08-2022,2267ZX,4.321796234
26-05-2022,2143XX,3.035327014
30-04-2022,2117YX,43.96733669
10-10-2022,2096XX,1.506589109
19-04-2022,1947ZX,0.397948011
27-03-2022,1902YX,1.348562629
18-09-2022,1876XX,1.611725513
07-03-2022,1857XX,8.464044103
24-10-2022,1851ZX,7.267971487
08-10-2022,1842YX,0.205674314
07-10-2022,1830XX,6.012980254
02-04-2022,1827XX,0.902726964
16-09-2022,1826XX,6.147260374
08-09-2022,1819XX,5.748698451
18-05-2022,1811ZX,0.877447014
24-02-2022,1801XX,13.13755488
21-02-2022,1798XX,4.155213242
20-04-2022,1767ZX,5.021538061
08-02-2022,1766ZX,2.762744552
25-09-2022,1764XX,1.242491137
21-08-2022,1745YX,0.422482231
03-02-2022,1741YX,3.715238709
22-10-2022,1712XX,5.969707919
21-11-2022,1698ZX,5.06399756
21-03-2022,1688ZX,1.905146632
24-11-2022,1681ZX,43.21629998
26-03-2022,1678ZX,2.382395762
10-09-2022,1672XX,0.358089075
29-03-2022,1584YX,1.386947047
05-07-2022,1582ZX,1.133403816
24-08-2022,1571XX,4.191458973
14-07-2022,1488ZX,5.486997185
07-11-2022,1468XX,7.619708404
12-04-2022,1434YX,5.643894718
14-11-2022,1420ZX,9.154761105
27-08-2022,1403ZX,1.499845959
05-09-2022,1390YX,5.039799631
04-07-2022,1374ZX,1.733174936
03-06-2022,1373YX,7.273587619
24-03-2022,1367ZX,1.335586885
27-09-2022,1326XX,0.06866916
27-02-2022,1325XX,9.748617063
15-11-2022,1321YX,5.844589183
09-08-2022,1317YX,6.01648065
13-06-2022,1315YX,0.547659888
05-09-2022,1308YX,2.815966432
22-02-2022,1296ZX,2.202866893
16-09-2022,1295ZX,0.311295051
14-07-2022,1283ZX,0.15922681
15-08-2022,1281YX,0.764454596
21-04-2022,1244XX,1659.953229
23-02-2022,1206YX,96.78500696
29-01-2022,1196XX,2.262733277
22-02-2022,3271ZX,0.848678056
19-07-2022,3264ZX,6.644364394
07-09-2022,3249ZX,5.349749178
16-08-2022,3239XX,4.868244528
22-05-2022,3205XX,0.859364457
09-09-2022,3180YX,3.182367948
09-07-2022,3178ZX,1.01548211
24-04-2022,3271ZX,0.089359363
26-07-2022,3264ZX,9.940960752
22-11-2022,3249ZX,4.446726717
22-09-2022,3239XX,7.617625687
06-10-2022,3205XX,0.145041621
21-06-2022,3180YX,7.526938938
09-07-2022,3178ZX,0.448155985
12-10-2022,3126YX,8.800159261
12-09-2022,3098XX,4.074656525
04-07-2022,3075YX,21.14289889
01-03-2022,3038YX,0.687183102
11-02-2022,3016YX,0.851791861
06-04-2022,3007ZX,3.181488268
06-03-2022,3006ZX,6.291179835
18-08-2022,2573ZX,22.85065814
29-05-2022,2565ZX,66.12156358
